CO_NCM;CO_UNID;CO_SH6;CO_PPE;CO_PPI;CO_FAT_AGREG;CO_CUCI_ITEM;CO_CGCE_N3;CO_SIIT;CO_ISIC_CLASSE;CO_EXP_SUBSET;NO_NCM_POR;NO_NCM_ESP;NO_NCM_ING
55102090;10;551020;3275;3275;03;65187;240;4000;1311;1601;Outros fios de fibras artificiais descontinuas, combinados, principal ou unicamente, com la ou pelos finos, obtidos a partir de fibras que nao sejam de celulose;Los demas hilados de fibras artificiales discontinuas, mezcladas exclusiva o principalmente con lana o pelo fino, hecho de fibras que no sean de celulosa;Other yarn of artificial staple fibers, mixed mainly or solely with wool or fine animal hair, made from fibers other than cellulose
55103000;10;551030;3275;3275;03;65187;240;4000;1311;1601;Outros fios de fibras artificiais descontinuas, combinados, principal ou unicamente, com algodao;Hilado de fibras artificiales con algodon;Yarn of artificial fibres with cotton
55103011;10;551030;3275;3275;03;65187;240;4000;1311;1601;Outros fios de fibras artificiais descontinuas, combinados, principal ou unicamente, com algodao, obtidos a partir de fibras de celulose, de raiom viscose, exceto modal;Los demas hilados de fibras artificiales discontinuas, mezcladas exclusiva o principalmente con algodon, de fibras de celulosa, rayon viscosa, excepto modal;Other yarn of artificial staple fibers, mixed mainly or solely with cotton, made from cellulose fibers, of rayon viscose, except modal
55103012;10;551030;3275;3275;03;65187;240;4000;1311;1601;Outros fios de fibras artificiais descontinuas, combinados, principal ou unicamente, com algodao, obtidos a partir de fibras de celulose, de modal;Los demas hilados de fibras artificiales discontinuas, mezcladas exclusiva o principalmente con algodon, de fibras de celulosa, modal;Other yarn of artificial staple fibers, mixed mainly or solely with cotton, made from cellulose fibers, of modal
58013400;10;580134;3990;3990;03;65391;240;4000;1312;1602;Veludo/pelucia, tecido, da urdidura fibra sintetica/artificial, nao cortado;Terciopelo/felpa, tejidos, de urdimbre sint/artif.s/cort.;Woven pile, fabric, of weft fibr.synt/art.uncut
58013500;10;580135;3990;3990;03;65393;240;4000;1312;1602;Veludo/pelucia, tecido, da urdidura, de fibras sinteticas ou artificiais, cortado;Terciopelo/felpa, tejidos, de urdimbre sint/artif.cortado;Woven pile, fabric, of weft fibre syn/art.cut
58013600;10;580136;3990;3990;03;65393;240;4000;1312;1602;Tecido de froco (chenille) de fibras sinteticas ou artificiais;Tecido de chenilla de fibra sintetica/artif.;Chenille fabric of fibre synthetic/artificial
58013700;10;580137;3783;3990;03;65393;240;4000;1312;1602;Veludos e pelucias obtidos por urdidura, de fibras sinteticas ou artificiais;Terciopelo y felpa obtenidos por urdimento, sin y art.;Pile fabrics obtained by machinating, synt. and artf.
58019000;10;580190;3990;3990;03;65495;240;4000;1312;1602;Veludos e pelucias, tecido, de outras materias texteis;Terciopelo/felpa, tejidos, de otras materias textiles;Woven pile, fabric, of textile materials
58021100;10;580211;3839;3839;03;65212;240;4000;1312;1602;Tecido atoalhado, de algodao, cru;Tejido con bucles del tipo toalla, de algodon, crudo;Towelling fabric, of cotton, raw
58021900;10;580219;3839;3839;03;65213;240;4000;1312;1602;Outros tecidos atoalhados, de algodao;Otros tejidos con bucles del tipo toalla, de algodon;Other towelling fabrics, of cotton
58022000;10;580220;3990;3990;03;65496;240;4000;1312;1602;Tecido atoalhado, de outras materias texteis;Tejido con bucles del tipo toalla, de otrs.materias text;Towelling fabric, of other textile materials
58023000;10;580230;3990;3990;03;65497;240;4000;1312;1602;Tecidos tufados;Superficies textiles con mechon insertado;Tufted fabric
58030010;10;580300;3990;3990;03;65494;240;4000;1312;1602;Tecidos em ponto de gaze, exceto os artefatos da posicao 58.06, de algodao;Tejido, de gasa de vuelta, de algodon;Fabric, in point of gauze, of cotton
58030090;10;580300;3990;3990;03;65494;240;4000;1312;1602;Tecidos em ponto de gaze, exceto os artefatos da posicao 58.06, de outras materias texteis;Tejido, de gasa de vuelta, de otras materias textiles;Fabric, in point of gauze, of other textile materials
58031000;10;580310;3990;3990;03;65494;240;4000;1312;1602;Tecido de algodao, em ponto de gaze;Tejido de algodon, de gasa de vuelta;Fabric of cotton, in point of gauze
58039000;10;580390;3990;3990;03;65494;240;4000;1312;1602;Tecido de outras materias texteis, em ponto de gaze;Tejido de otras materias textiles, de gasa de vuelta;Fabric of other textile materials, in point of gauze
58041010;10;580410;3990;3990;03;65641;240;4000;1399;1602;Tules, filo e tecidos de malhas com nos, de algodao;Tul, tulbobinot y tejidos de mallas anudadas, de algodon;Tulle, crib and woven of meshes knotted, of cotton
58041090;10;580410;3990;3990;03;65641;240;4000;1399;1602;Outras tules, filos e tecidos de malhas com nos;Ots.tules, tulesbobinot y tejidos de mallas anudadas;Other tulle, crib and woven of meshes knotted
58042100;10;580421;3990;3990;03;65642;240;4000;1399;1602;Renda de fibras sinteticas ou artificiais, de fabricacao mecanica;Encajes de fibra sintetica/artificial, de fabr.a maquina;Income of fibre synthetic/artific., of mechanically made
58042910;10;580429;3990;3990;03;65642;240;4000;1399;1602;Renda de algodao, de fabricacao mecanica;Encaje de algodon, fabricado a maquina;Income of cotton, of mechanically made
58042990;10;580429;3990;3990;03;65642;240;4000;1399;1602;Renda de outras materias texteis, de fabricacao mecanica;Encaje de ots.mat.textiles, fabricado a maquina;Income of other textile materials, of mechanically made
58043010;10;580430;3990;3990;03;65643;240;4000;1399;1602;Renda de algodao, de fabricacao manual;Encaje de algodon, hecho a mano;Income of cotton, of mechanically made
49119100;10;491191;3990;3291;03;89287;322;9000;5819;8099;Estampas, gravuras e fotografias;Estampas, grabados y fotografias;Prints, engravings and pictures
49119900;10;491199;3990;3291;03;89289;240;4000;5819;8099;Outros impressos;Otros impresos;Other printed matter
50010000;10;500100;1990;1990;01;26141;230;9000;8999;1699;Casulos de bichodaseda proprios para dobar;Capullos de seda, aptos para el devanado;Silkworm cocoons suitable for reeling
50020000;10;500200;1990;1990;01;2613;240;4000;1311;1699;Seda crua (nao fiada);Seda cruda (sin torcer);Raw silk (not thrown)
50030010;10;500300;3990;3990;03;26142;230;4000;8999;1699;Desperdicios de seda, nao cardados, nao penteados;Desperdicios de seda, sin cardar ni peinar;Silk waste, not carded or combed
50030090;10;500300;3990;3990;03;26142;230;4000;8999;1699;Outros desperdicios de seda;Otros desperdicios de seda;Other silk wastes
50031000;10;500310;3990;3990;03;26142;230;4000;8999;1699;Desperdicios de seda, nao cardados, nem penteados;Desperdicios de seda, sin cardar ni peinar;Silk waste, not carded or combed
84714947;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de mesas digitalizadoras, para maquinas de processamento de dados;Sistema de mesas digitalizadoras, p/maquinas proc.datos;System of digitizing tables, f/dataproces.machines
84714948;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de outras unidades de entrada, para maquinas de processamento de dados;Sistem.de las dem.unidades de entrada, p/maqs.proc.datos;System of oth.entrance unit, f/dataproces.machines
84714951;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de aparelhos terminais com teclado, video monocromatico;Sistema de aparatos terminales c/teclado, video monocr.;System of terminal appar.with keyboard, video monochrome
84714952;11;847149;3145;3145;03;7523;110;1000;2620;0902;Sistema de aparelhos terminais com teclado, video policromatico;Sistema de aparatos terminales c/teclado, video policrom;System of termin.appar.with keyboard, video polichrom.
84824000;11;848240;3777;3777;03;7464;270;2000;2814;0911;Rolamentos de agulhas;Rodamientos de agujas;Needle roller bearings
84825010;11;848250;3777;3777;03;7465;270;2000;2814;0911;Rolamentos de roletes cilindricos, de carga radial;Rodamientos de rodillos cilindricos, radiales;Cylindrical roller bearings, radial
84825090;11;848250;3777;3777;03;7465;270;2000;2814;0911;Outros rolamentos de roletes cilindricos;Los demas rodamientos de rodillos cilindricos;Other cylindrical roller bearings
84828000;11;848280;3777;3777;03;7468;270;2000;2814;0911;Outros rolamentos de roletes, incluindo os rolamentos combinados;Los dem.rodamient.de rodillos, incl.rodamient.combinados;Oth.roller bearings,  incl.combined ball/roller bearings
84829111;10;848291;3777;3777;03;74691;270;2000;2814;0911;Esferas de aco calibradas, para carga de canetas esferograficas;Bolas de acero calibradas p/boligrafos;Balls of gaged steel for ballpoint pens
84829119;10;848291;3777;3777;03;74691;270;2000;2814;0911;Outras esferas de aco calibradas, para rolamentos;Las demas bolas de acero calibradas, p/rodamientos;Other balls of gaged steel for rollers bearings
84829120;10;848291;3777;3777;03;74691;270;2000;2814;0911;Roletes cilindricos para rolamentos;Rodillos cilindricos para rodamientos;Cylindrical rollers for rollers bearings
84829130;10;848291;3777;3777;03;74691;270;2000;2814;0911;Roletes conicos para rolamentos;Rodillos conicos para rodamientos;Conical rollers for rollers bearings
84829190;10;848291;3777;3777;03;74691;270;2000;2814;0911;Outras esferas, roletes e agulhas, para rolamentos;Las demas bolas, rodillos y agujas p/rodamientos;Other balls, needles and rollers, for rollers bearings
84829900;10;848299;3777;3777;03;74699;270;2000;2814;0911;Outras partes de rolamentos;Las demas partes de rodamientos;Other parts of rollers bearings
84829910;10;848299;3777;3777;03;74699;270;2000;2814;0911;Selos, capas e portaesferas de aco;Otros lacres, capas e apoyo de esferas de acero;Other seals, covers and holderspheres of steel
84829990;10;848299;3777;3777;03;74699;270;2000;2814;0911;Outras partes de rolamentos;Las demas partes de rodamientos;Other parts of rollers bearings
84831010;11;848310;3777;3777;03;7481;270;2000;2814;0911;Virabrequins (cambotas);Cigueñales;Crankshafts
84831011;11;848310;3777;3777;03;7481;270;2000;2814;0911;Virabrequins forjados, de peso superior ou igual a 900 kg e comprimento superior ou igual a 2.000 mm;Cigueñales forjados, peso=>900 kg e long.=>2000mm;Forged crankshafts, weight=>900 kg e lenght=>2000mm
84831019;11;848310;3777;3777;03;7481;270;2000;2814;0911;Outros virabrequins;Otros cigueñales;Other crankshafts
84831020;11;848310;3777;3777;03;7481;270;2000;2814;0911;arvores de cames para comando de valvulas;arboles de levas para comando de valvulas;Cam shafts for controlling valves
84831030;11;848310;3777;3777;03;7481;270;2000;2814;0911;Veios flexiveis de transmissao;arboles flexibles de transmision;Flexible shafts of transmission
84831040;11;848310;3777;3777;03;7481;270;2000;2814;0911;Manivelas;Manivelas;Cranks
84831050;11;848310;3777;3777;03;7481;270;2000;2814;0911;arvores de transmissao providas de acoplamentos dentados com entalhes de protecao contra sobrecarga, de comprimento superior ou igual a 1500 mm e diametro do eixo superior ou igual a 400 mm;arboles de transmision, prov.de acoplamiento dentado, etc;Transmission shafts, with of toothed couplings, etc
84831090;11;848310;3777;3777;03;7481;270;2000;2814;0911;Outras arvores (veios) de transmissao;Las demas arboles de transmision;Other transmission shafts
84832000;11;848320;3777;3777;03;74821;270;2000;2814;0911;Mancais (chumaceiras) com rolamentos incorporados;Cajas de cojinetes con rodamientos incorporados;Bearing housings, incorporating ball or roller bearings
85171229;11;851712;3381;3447;03;76411;110;1000;2630;1103;Outros aparelhos transmissores/receptores de sistema troncalizado;Otros apar./equip. transm./recep. de sistema de tronco;Other apparatus/equip. of transm./recep. of trunk system
85171231;11;851712;3381;3443;03;76411;321;1000;2630;1103;Terminais portateis de telefonia celular;Terminales portateis de telefonia celular;Portable terminals of cellular telephony
85171232;11;851712;3381;3443;03;76411;110;1000;2630;1103;Terminais fixos de telefonia celular, sem fonte propria de energia;Terminales fijos de telefonia celular sin la propia fuente de energia;Fixed terminals of cellular telephony without own source of energy
85171233;11;851712;3381;3443;03;76411;321;1000;2630;1103;Terminais moveis, do tipo dos utilizados em veiculos automoveis;Terminales moviles del tipo util. vehiculo/automoviles;Mobile terminals of the  type used in vehicles/automobiles
85171239;11;851712;3381;3443;03;76411;110;1000;2630;1103;Outros aparelhos transmissores e receptores de telefonia celular;Otros apar./equip. transm./recep. de telefonia celular;Other appar/equip. of transm./recep. of cellular telephony
85171241;11;851712;3381;3441;03;76411;321;1000;2630;1103;Aparelhos de telecomunicacao por satelite, digitais, operando em banda C, Ku, L ou S;Digital apar./equip. operando banda c, ku, l ou s;Digital appar/equip. operating in band c, ku, l or s
85171249;11;851712;3381;3441;03;76411;110;1000;2630;1103;Outros aparelhos transmissores/receptores de telecomunicacao por satelite;Otros apar./equip. transm./recep. de telec. por satelite;Other appar/equip. of transm./recep. of telec. by satellite
85171290;11;851712;3381;3381;03;76411;110;1000;2630;1103;Outros aparelhos transmissores com receptor incorporado;Otros apar./equip. transm./recep. de telec. incorpor.;Other appar/equip. of transm./recep. incorpor.
85171810;11;851718;3381;3036;03;76411;110;1000;2630;1103;Interfones;Interfonos;Interphones
85171820;11;851718;3381;3036;03;76411;110;1000;2630;1103;Telefones publicos;Apar./equip. telefonicos publicos;Public telephones
85171891;11;851718;3381;3036;03;76411;321;1000;2630;1103;Outros telefones nao combinados com outros aparelhos;Otros apar./equip. telefonicos, s/combinar c/otros apar./equip.;Other phone appar/equip. , n/combined with oth.appar./equip.
85171899;11;851718;3381;3036;03;76411;110;1000;2630;1103;Outros aparelhos telefonicos, inclusive videofones;Otros apar./equip. telefonicos y videofonos incorp.;Other phone and videophone appar/equip. incorp.
85171910;11;851719;3381;3036;03;76411;110;1000;2630;1103;Interfones;Interfonos;Interphones
85171920;11;851719;3381;3036;03;76411;110;1000;2630;1103;Aparelhos telefonicos publicos;Aparatos telefonicos publicos;Public telephones
85171991;11;851719;3381;3036;03;76411;321;1000;2630;1103;Outros aparelhos telefonicos, nao combinados com outros aparelhos;Los dem.aparatos telefonicos, s/combinar c/otrs.apars.;Other phone apparatus, n/combined with oth.apparatus
85171999;11;851719;3381;3036;03;76411;110;1000;2630;1103;Outros aparelhos telefonicos e videofones;Los demas aparatos telefonicos y videofonos;Other phone and videophone apparatus
85172110;11;851721;3381;3362;03;75194;110;1000;2620;1103;Telecopiadores (fax), com impressao por sistema termico;Telecopiadoras (fax), c/impresion por sistema termico;Fax machines, with thermal printing system
85172120;11;851721;3381;3362;03;75194;110;1000;2620;1103;Telecopiadores (fax), com impressao por sistema laser;Telecopiadoras (fax), c/impresion por sistema laser;Fax machines, with laser printing system
85172130;11;851721;3381;3362;03;75194;110;1000;2620;1103;Telecopiadores (fax), com impressao por jato de tinta;Telecopiadoras (fax), c/impresion por sist.chorro tinta;Fax machines, with inkjet printing system
72164090;10;721640;3695;3695;03;67682;240;3000;2410;1599;Outros perfis de ferro ou aco nao ligado, em L ou T, simplesmente laminados, estirados ou extrudados, a quente, de altura igual ou superior a 80 mm;Perfiles de hierro/acero, en l, t, lam.etc.calien., h>=8cm;Profiles of iron/steel, l, t, hotrolled, etc.h>=8cm
72165000;10;721650;3695;3695;03;67683;240;3000;2410;1599;Outros perfis, simplesmente laminados, estirados ou extrudados, a quente;Ots.perfiles de hierro/acero, s/alear, lamin.etc.caliente;Oth.profiles of iron/steel, nonalloy, hotrolled, etc.
72166110;10;721661;3695;3695;03;67684;240;3000;2410;1599;Perfis simplesmente obtidos ou completamente acabados a frio, obtidos a partir de produtos laminados planos, de altura inferior a 80 mm;Perfiles de hierro/acero, obt/acab.prods.lam.frio, h<8cm;Profiles of iron/steel, obtained/coldfinished, h<8cm
72166190;10;721661;3695;3695;03;67684;240;3000;2410;1599;Outros perfis simplesmente obtidos ou completamente acabados a frio, obtidos a partir de produtos laminados planos;Ots.perfs.de hierro/acero, obt/acab.frio, lam.pl., h>=8cm;Ot.profil.of iron/steel, obt/coldfinish.flatrol.h>=8cm
72166910;10;721669;3695;3695;03;67684;240;3000;2410;1599;Outros perfis de ferro ou aco nao ligado, obtidos ou completamente acabados a frio, de altura inferior a 80 mm;Ots.perfiles de hierro/acero, obt/acab.en frio, h>=8cm;Oth.profiles of iron/steel, obt/coldfinished, h>=8cm
72166990;10;721669;3695;3695;03;67684;240;3000;2410;1599;Outros perfis de ferro ou aco nao ligado, obtidos ou completamente acabados a frio;Ots.perfiles de hierro/acero, obt/acab.en frio;Other profiles of iron/steel, obt/coldfinished
72169100;10;721691;3695;3695;03;67685;240;3000;2410;1599;Outros perfis de ferro ou aco nao ligado, obtidos ou acabados a frio a partir de produtos laminados planos;Ots.perfiles de hierro/acero, obt/acab.en frio, lam.plano;Oth.profiles of iron/steel, obt/coldfinish.flatrolled
72169900;10;721699;3695;3695;03;67685;240;3000;2410;1599;Outros perfis de ferro/aco, nao ligados;Otros perfiles de hierro/acero, sin alear;Other profiles of iron/steel, nonalloy
72171010;10;721710;3695;3695;03;67814;240;3000;2410;1599;Fios de ferro ou aco nao ligado, nao revestidos, carbono >= 0.6%;Alambre de hierro/acero, s/alear n/revestir, carb.>=0.6%;Wire of iron/steel, nonalloy, n/coated, carbon>=0.6%
72171011;10;721710;3695;3695;03;67814;240;3000;2410;1599;Fios de ferro ou aco nao ligado, nao revestidos, mesmo polidos, com um teor de carbono >=0,6 %, em peso, com um teor, em peso, de fosforo < 0,035 % e de enxofre < 0,035 %, temperado e revenido, flexa maxima sem carga de 1 cm em 1 m, etc...;Alamb.de hier./acero, s/ale.n/rev.c>=0.6%, f, s<0.035%, etc;Wire iron/steel, n/alloy, n/coat.c>=0.6%, f, s<0.035%, etc
72171019;10;721710;3695;3695;03;67814;240;3000;2410;1599;Outros fios de ferro ou aco nao ligado, nao revestidos, mesmo polidos, com um teor de carbono superior ou igual a 0,6 %, em peso;Ots.alambres de hierro/acero, s/alear n/rev., carb.>=0.6%;Oth.wire of iron/steel, nonalloy, n/coated, carbon>=0.6%
72171090;10;721710;3695;3695;03;67814;240;3000;2410;1599;Outros fios de ferro ou aco nao ligado, nao revestidos;Ots.alambres de hierro/acero, s/alear n/revestir;Other wire of iron/steel, nonalloy, n/coated
72172010;10;721720;3695;3695;03;67815;240;3000;2410;1599;Fios de ferro ou aco nao ligado, galvanizados, com um teor de carbono superior ou igual a 0,6 %, em peso;Alambre de hierro/acero, s/alear, cincado, carbono>=0.6%;Wire of iron/steel, nonalloy, galvenized, carbon>=0.6%
72172090;10;721720;3695;3695;03;67815;240;3000;2410;1599;Outros fios de ferro ou aco nao ligado, galvanizados;Ots.alambres de hierro/acero, s/alear, cincados;Other wire of iron/steel, nonalloy, galvenized
85175029;11;851750;3381;3413;03;76412;110;1000;2630;1103;Outros equipamentos terminais ou repetidores;Los demas equipamientos terminales o repetidores;Other terminal equipments or repeaters
85175030;11;851750;3381;3413;03;76412;110;1000;2630;1103;Multiplexador por divisao de frequencia;Multiplexor por division de frecuencia;Multiplexers operating by frequency sharing
85175041;11;851750;3381;3413;03;76412;110;1000;2630;1103;Multiplexador por divisao de tempo, digital sincronos, etc.;Multiplexor p/division de tiempo, digit.sincronos, etc;Multiplexers oper.by time sharing, synchronous dig., etc
85175049;11;851750;3381;3413;03;76412;110;1000;2630;1103;Outros multiplexadores por divisao de tempo;Los demas multiplexores por division de tiempo;Other multiplexers operating by time sharing
85175050;11;851750;3381;3413;03;76412;110;1000;2630;1103;Conversores de sinais sincronos/assincronos, etc.;Conversores de señales sincronos/asincronos, etc;Converters of synchronous/asynchronous signs, etc.
85175061;11;851750;3381;3362;03;76412;110;1000;2630;1103;Concentradores de linhas de assinantes;Concentradores de lineas abonados;Centralizing of subscriber lines
85175062;11;851750;3381;3362;03;76412;110;1000;2630;1103;Concentradores de circuitos digitais;Concentradores de circuitos digitales;Centralizing digital circuits
85175069;11;851750;3381;3362;03;76412;110;1000;2630;1103;Outros concentradores para telecomunicacao;Los demas concentradores de telecomunicacion;Other centralizing for telecommunication
85175090;11;851750;3381;3413;03;76412;110;1000;2630;1103;Outros aparelhos para telecomunicacao corrente portadora/telecom.digital;Los dem.apars.de telecom.corrient.portad./telecom.digit;Ot.appar.f/carriercurrent line systems /dig.line syst.
85175091;11;851750;3381;3413;03;76412;110;1000;2630;1103;Terminais de texto, operados com codigo de transmissao Baudot, etc;Termins.de texto, oper.c/cod.de transmision baudot, etc;Terminals of text oper.with transmis.baudot code, etc
84542090;11;845420;3990;3152;03;73711;110;2000;2823;0999;Cadinhos ou colheres de fundicao;Cucharas de colada;Ladles of foundry
84543010;11;845430;3990;3152;03;73712;110;2000;2823;0999;Maquinas de vazar (moldar) sob pressao;Maquinas de colar (moldear) a presion;Machines for casting under pressure
84543020;11;845430;3990;3152;03;73712;110;2000;2823;0999;Maquinas de vazar (moldar) por centrifugacao;Maquinas de colar (moldear) por centrifugacion;Centrifugal casting machines
84543090;11;845430;3990;3152;03;73712;110;2000;2823;0999;Outras maquinas de vazar (moldar), para metalurgia, aciaria ou fundicao;Las dem.maqs.de colar(moldear), p/metalurgia, acerias, etc;Ot.casting mach.of kind used metal./metal foundries, etc
84549010;10;845490;3990;3152;03;73719;270;2000;2823;0999;Partes de maquinas de vazar (moldar) por centrifugacao;Partes de maquinas de colar(moldear) por centrifugacion;Parts of centrifugal casting machines
84549090;10;845490;3990;3152;03;73719;270;2000;2823;0999;Partes de conversores, etc, para metalurgia, aciaria ou fundicao;Partes de convertidores, etc.p/metalurgia/acerias/fundic;Parts of conver.etc.of kind used metallurgy/foundries
84551000;11;845510;3506;3506;03;73721;110;2000;2823;0915;Laminadores de tubos, de metais;Laminador de metales, de tubo;Tube mills, of metal
84552110;11;845521;3506;3506;03;73721;110;2000;2823;0915;Laminadores a quente e laminadores combinados a quente e a frio, de cilindros lisos, de metais;Laminador en caliente y/o frio, de met., de cilindro liso;Mills combi.hot and/or cold, metal, with smooth rollers
84552190;11;845521;3506;3506;03;73721;110;2000;2823;0915;Outros laminadores a quente e/ou frio, de metais;Los dem.laminadores en caliente y/o en frio, de metales;Other mills combin.hot and/or cold, of metal
84552210;11;845522;3506;3506;03;73721;110;2000;2823;0915;Laminadores a frio, de cilindro liso, de metais;Laminador en frio de metales, de cilindro liso;Coldrolling mills for metal, with smooth rolls
84552290;11;845522;3506;3506;03;73721;110;2000;2823;0915;Outros laminadores a frio de metais;Los demas laminadores en frio de metales;Other coldrolling mills for metal
84553010;11;845530;3506;3506;03;73729;110;2000;2823;0915;Cilindros de laminadores, fundidos, de aco ou ferro fundido nodular;Cilindros de laminadores, fundidos, de acero/fund.nodular;Rolls for rolling mills, melted, of steel/nodular iron
84553020;11;845530;3506;3506;03;73729;110;2000;2823;0915;Cilindros de laminadores, forjados, de aco de corte rapido, com um teor, em peso, de carbono >= 0,80 % e <= 0,90 %, de cromo >= 3,50 % e <=4 %, de vanadio >= 1,60 % e <= 2,30 %, de molibdenio <= 8,50 % e de tungstenio (volframio) inferior ou igual a 7 %;Cilindro de lamin.forj.de acero corte rap.c>=0.80%, etc;Rolls f/roll.mills wroug.of steel cut fast c>=0.80%, etc
84553090;11;845530;3506;3506;03;73729;110;2000;2823;0915;Outros cilindros de laminadores de metais;Los demas cilindros de laminadores de metales;Other rolls for rolling mills of metal
84559000;10;845590;3506;3506;03;73729;270;2000;2823;0915;Outras partes de laminadores de metais;Las demas partes de laminadores de metales;Other parts of metal mills
84561011;11;845610;3990;3135;03;73111;110;2000;2822;0999;Maquinasferramentas que operem por laser ou por outro feixe de luz ou de fotons, de comando numerico, para corte de chapas metalicas de espessura superior a 8 mm;Maqs.herram.a laser, cmd.num.p/corte chapa metal.e>8mm;Machinetools, num.com.f/cut plates metal.e>8mm
84561019;11;845610;3990;3135;03;73111;110;2000;2822;0999;Outras maquinasferramentas que operem por laser ou por outro feixe de luz ou de fotons, de comando numerico;Las dem.maqs.herram.q.oper.med.laser, etc.de cont.numer.;Oth.machinetools oper.by laser, etc.of num.controlled
84715040;11;847150;3145;3145;03;7523;110;1000;2620;0902;Unidade de processamento digital de muito grande capacidade, 1 unidade de entrada e 1 de saida da subposicao 8471.60, de unidades de memoria da subposicao 8471.70, valor FOB > US$ 100.000 por unidade;Unid.proc.digit.muy gde.cap.etc.fob>us$100000;Digital proces.unit very big cap.etc.fob>us$100000
84715090;11;847150;3145;3145;03;7523;110;1000;2620;0902;Outras unidades de processamento, exceto as das subposicoes 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memoria, unidade de entrada e unidade de saida;Las dem.unidad.proc.digit.con unid.memo e/o 1 unid.e/s;Ot.units digital proces.stor.unit input/1 input/output
84716011;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras de impacto, de linha;Impresoras de impacto, de linea;Printers of impact, line
84716012;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras de impacto, matriciais (por pontos);Impresoras de impacto, matriciales (por puntos);Printers of impact, (dot matrix printers)
84716013;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras de impacto, de caracteres braille;Impresoras de impacto, de caracteres braille;Printers of impact, (braille printer)
84716014;11;847160;3145;3145;03;7526;110;1000;2620;0902;Outras impressoras de impacto, matriciais (por pontos);Las dem.impresoras de impacto, matriciales (por puntos);Other printers of impact, (dot matrix printers)
84716019;11;847160;3145;3145;03;7526;110;1000;2620;0902;Outras impressoras de impacto;Las demas impresoras de impacto;Other printers of impact
84716021;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras com velocidade de impressao < 30 paginas por minuto, a jato de tinta liquida, li <= 420 mm;Impresoras c/vi<30ppm, a chorro de tinta liq.ai<=420mm;Printers with si<30pbm, inkjet printers wi<=420mm
84716022;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras com velocidade de impressao < 30 paginas por minuto, de transferencia termica cera solida;Impresoras c/vi<30ppm, de transfer.termica cera solida;Printers with si<30pvm, of transfer thermal solid wax
84716023;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras com velocidade de impressao < 30 paginas por minuto, a laser, etc, monocromatica,li > 230 mm;Impresoras c/vi<30ppm, a laser, etc.monocrom.ai>230mm;Printers with si<30pbm, by laser, etc.monochrome wi>230mm
84716024;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras com velocidade de impressao < 30 paginas por minuto, a laser, etc, policromatica;Impresoras c/vi<30ppm, a laser, etc.policrom.;Printers with si<30ppm, by laser, etc.polichromatic
84716025;11;847160;3145;3145;03;7526;110;1000;2620;0902;Impressoras com velocidade de impressao < 30 paginas por minuto, a laser, etc, monocromaticas, li <= 420 mm;Impresoras c/vi<30ppm, a laser, etc.monocrom.ai<=420mm;Printer with si<30ppm, by laser, etc.monochrom. wi<=420mm
84716026;11;847160;3145;3145;03;7526;110;1000;2620;0902;Outras impressoras com velocidade de impressao < 30 paginas por minuto, li > 420 mm;Las demas impresoras c/vi<30ppm, ai>420mm;Other printers with si<30ppm, wi>420mm
84716029;11;847160;3145;3145;03;7526;110;1000;2620;0902;Outras impressoras com velocidade de impressao < 30 paginas por minuto;Las demas impresoras c/vi<30ppm;Other printers with si<30ppm
84716030;11;847160;3145;3145;03;7526;110;1000;2620;0902;Outras impressoras com velocidade de impressao >= 30 paginas por minuto;Las demas impresoras c/vi>=30ppm;Other printers with si>=30ppm
84716041;11;847160;3145;3145;03;7526;110;1000;2620;0902;Tracadores graficos (ploters), por meio de penas;Trazadores graficos (ploters), por medio de penas;Tracer graphs(plotters), dot matrix plotters
85013320;11;850133;3298;3298;03;7162;110;2000;2710;1105;Gerador eletrico de corrente continua, de potencia superior a 75 kW, mas nao superior a 375 kW;Generador electr.de corriente continua, 75kw<pot<=375kw;Electric generators of contin.current, 75kw<pot<=375kw
85013411;11;850134;3298;3298;03;7162;110;2000;2710;1105;Motor eletrico de corrente continua, de potencia inferior ou igual a 3.000 kW;Motor electr.de corriente continua, 375kw<pot<=3000kw;Electric motor of contin.current, 375kw<pot<=3000kw
85013419;11;850134;3298;3298;03;7162;110;2000;2710;1105;Outros motores eletricos de corrente continua, de potencia superior a 375 kW;Los demas motores electr.de corriente continua, p>375kw;Other electric motors of continuous current, p>375kw
85013420;11;850134;3298;3298;03;7162;110;2000;2710;1105;Geradores eletricos de corrente continua, potencia > 375kw;Generador electr.de corriente continua, pot>375kw;Electric generators of continuous current, pot>375kw
